ProbeID	Name	Control_1	Control_2	Control_3	Grp78KO_1	Grp78KO_2	Grp78KO_3
Ap4b1	AP4B1	2.4996653	2.492279	2.6864495	2.988897	3.0026402	2.9649434
Ap4e1	AP4E1	2.5437298	2.7772574	2.7743397	2.9955542	3.0088964	2.977835
Ap4m1	AP4M1	2.7935483	2.8051565	2.9389796	2.8418672	2.9194834	2.959908
Ap4s1	AP4S1	2.7403936	2.7251651	2.6649015	2.6574616	2.7093794	2.780711
Ap5b1	AP5B1	2.2979145	2.2974336	2.3305464	2.4019365	2.3932006	2.518074
Ap5m1	AP5M1	2.6286316	2.6571586	2.7378895	2.917238	2.8207462	2.778696
Ap5s1	AP5S1	2.555633	2.6076295	2.6700742	2.9932096	2.8293126	2.7049446
Ap5z1	AP5Z1	1.9881033	2.0905468	2.3327174	2.2049694	2.2050524	2.2172616
Apaf1	APAF1	1.8578813	2.0015433	2.2669837	2.7133381	2.7477036	2.7011375
Apba1	APBA1	0.49474075	0.54366636	0.6228748	0.723399	0.6480418	0.7964174
Apba2	APBA2	0.19339146	0.15460889	0.15817045	0.3124847	0.39100498	0.27503085
Apba3	APBA3	3.501455	3.6100624	3.3333144	3.2510984	3.2847288	3.2016234
Apbb1	APBB1	4.6354704	4.673382	4.731391	4.3771157	4.3896837	4.5162373
Apbb1ip	APBB1IP	0.38691738	0.33738846	0.7325361	0.88071984	0.89381003	1.5683775
Apbb2	APBB2	3.3367267	3.5637794	3.834985	3.1884148	3.2471805	3.3906834
Apc	APC	4.6860642	4.945632	5.1827793	3.890672	4.132361	4.5556417
Apc2	APC2	0.09445429	0.089504965	0.4486857	0.59425473	0.6574417	0.6551142
Apcdd1	APCDD1	0.4074062	0.35629973	0.5482182	0.78577495	0.8863963	0.7514988
Apc-ps1	APC-PS1	0	0	0	0	0	0
Apcs	APCS	0	0	0	0	0	0
Apeh	APEH	3.996931	3.9418707	3.9992194	3.9907384	3.9888425	4.015047
Apela	APELA	0.14843574	0.052122165	0.07186184	0.015488665	0.052749883	0.04755443
Apex1	APEX1	2.888255	2.8579555	2.8695984	3.751272	3.6669617	3.243671
Apex2	APEX2	1.598805	1.5557464	1.6302849	1.8128088	1.7889668	1.7559865
Aph1a	APH1A	4.288482	4.2383256	4.3054986	4.7092333	4.6952133	4.523486
Aph1b	APH1B	3.312875	3.2346714	2.8542674	3.2303288	3.1603215	3.2748532
Aph1c	APH1C	2.0179183	2.1126244	2.3463602	2.784739	2.76092	2.416936
Api5	API5	4.465977	4.4851894	4.3685203	4.6335015	4.6763077	4.598549
Api5-ps	API5-PS	0	0	0	0	0	0
Apip	APIP	3.0413604	2.9400768	2.9218798	2.7852209	2.7666123	2.6571364
Apitd1	APITD1	0.2660472	0.38401252	0.41481957	0.9434109	0.9336313	0.9137143
Aplf	APLF	1.8313812	1.9088073	1.8052299	2.191106	2.067642	2.0637286
Apln	APLN	1.5069138	1.786617	1.4961729	1.9472743	1.9680717	1.7260993
Aplnr	APLNR	1.1709378	1.3599318	1.3850877	1.0417192	1.0939631	1.0893975
Aplp1	APLP1	1.567515	1.6291969	1.9540781	2.0458052	2.0607674	1.9799163
Aplp2	APLP2	6.668812	6.7625628	6.8120584	6.210126	6.276181	6.506909
Apmap	APMAP	4.463522	4.4697638	4.489307	4.5591087	4.5230503	4.4060464
Apoa1	APOA1	0.030024389	0.077198654	0.043733716	0.11767092	0.052749883	0.078045756
Apoa2	APOA2	0.26019016	0.2884838	0.29470608	0.3238401	0.4269864	0.38580534
Apoa4	APOA4	0.015124873	0	0	0	0	0
Apoa5	APOA5	0	0	0	0	0.017894255	0.008084445
Apob	APOB	1.528627	1.6550877	1.5257698	1.0581073	1.1178612	1.4131535
Apobec1	APOBEC1	0.5793352	0.6363182	0.8474435	1.141244	1.0412002	1.3541569
Apobec2	APOBEC2	0.121809214	0.18285611	0.22579876	0.18475199	0.150571	0.21794316
Apobec3	APOBEC3	3.4993849	3.6185293	3.8067462	3.9635363	3.9530988	3.96212
Apobec4	APOBEC4	0.95558167	1.0645064	1.2810144	1.3375405	1.2683065	1.4170969
Apobr	APOBR	1.381128	1.3178587	1.6051623	1.7250015	1.7813941	1.9491866
Apoc1	APOC1	4.2261252	4.044325	4.0997033	3.3711586	3.2934809	3.5250623
Apoc2	APOC2	0.015124873	0.013287439	0.029367281	0.04576436	0.017894255	0.19148573
Apoc3	APOC3	0.030024389	0	0	0.030741084	0	0.008084445
Apoc4	APOC4	0	0	0	0	0.017894255	0.016104057
Apod	APOD	0.48540515	0.32296652	0.46753496	0.8709678	0.99888587	0.818142
Apoe	APOE	6.1705966	6.1788697	6.1741066	4.9733577	4.92131	5.621676
Apof	APOF	0	0	0	0.015488665	0	0
Apoh	APOH	0.26019016	0.08337074	0.16451098	0.2353543	0.16598311	0.23091394
Apol10a	APOL10A	0	0	0.014791441	0	0	0
Apol10b	APOL10B	0.2776594	0.16032252	0.30023965	0.36801463	0.41513586	0.4290098
Apol11a	APOL11A	0.030024389	0	0	0.015488665	0	0.016104057
Apol11b	APOL11B	0.059173528	0.089504965	0.1258503	0.2353543	0.18116128	0.09294972
Apol6	APOL6	0.015124873	0.052122165	0.043733716	0.08952568	0.06973244	0.122107364
Apol7a	APOL7A	0.18075186	0.1660037	0.13890398	0.39991033	0.6941817	0.7164341
Apol7b	APOL7B	0.06632996	0.032893308	0.06490364	0.07515031	0.008987152	0.07050964
Apol7c	APOL7C	0	0.013287439	0.014791441	0	0	0.016104057
Apol7d	APOL7D	0.08749701	0.07098824	0.014791441	0.067884386	0.061277214	0.0629163
Apol7e	APOL7E	0.015124873	0.026400635	0	0.023143955	0.035473924	0.078045756
Apol8	APOL8	0.2364128	0.14886242	0.23761812	0.07515031	0.2676888	0.078045756
Apol9a	APOL9A	0.3446356	0.40653393	0.27791926	0.73842955	0.7638445	0.8288299
Apol9b	APOL9B	0.3817289	0.47120595	0.27226046	1.0553944	1.0570097	0.96757674
Apold1	APOLD1	0.99860084	0.95748377	1.0333686	1.4661613	1.6377716	1.317882
Apom	APOM	0.073435545	0.10166167	0.08563466	0.030741084	0.11901535	0.078045756
Apon	APON	0	0.026400635	0.029367281	0.06056527	0.11901535	0.15043887
Apoo	APOO	2.8023703	2.6651025	2.6187325	3.1027813	3.0597045	3.036411
Apool	APOOL	2.6690524	2.6348617	2.7682781	2.8536313	2.8088462	2.9450755
Apoo-ps	APOO-PS	0	0	0	0	0	0
Apopt1	APOPT1	2.706886	2.7061381	2.736925	3.2456424	3.1339405	3.0325067
App	APP	7.0200768	7.131937	7.211776	6.4878645	6.526566	6.762744
Appbp2	APPBP2	4.0311956	4.0909166	4.166584	4.135672	4.191964	4.270237
Appbp2os	APPBP2OS	0.5533861	0.29845792	0.42947426	0.40512875	0.34092274	0.5247067
Appl1	APPL1	3.1619208	3.2293909	3.4060886	3.7525544	3.7360349	3.5130377
Appl2	APPL2	4.0893965	4.197546	4.1565995	4.226979	4.3196487	4.446428
Aprt	APRT	3.0586815	3.0466201	3.0675595	3.7760758	3.7665668	3.4805799
Aprt-ps	APRT-PS	0	0	0	0	0	0
Aptx	APTX	2.5274322	2.5201037	2.6664562	3.031209	3.1132865	2.8915818
Aqp1	AQP1	4.8479233	4.795103	4.7962894	5.4760137	5.534131	5.1184134
Aqp10-ps	AQP10-PS	0	0	0	0.015488665	0.035473924	0.016104057
Aqp11	AQP11	1.2305564	1.2022042	1.0825101	1.2675418	1.0756571	1.4288342
Aqp12	AQP12	0.044705167	0.026400635	0.014791441	0	0.017894255	0.031952877
Aqp2	AQP2	0.47598156	0.2834592	0.46753496	0.4754638	0.2814092	0.37470615
Aqp3	AQP3	0.97012794	0.9878259	0.6848583	0.94644463	0.83681905	1.2936887
Aqp4	AQP4	2.9391189	2.8529534	2.7541485	3.87005	3.8586679	3.478829
Aqp5	AQP5	6.095187	6.0311046	5.896164	5.786466	5.7760253	5.7277813
Aqp6	AQP6	0.015124873	0.077198654	0.057896674	0	0.017894255	0.008084445
Aqp7	AQP7	0.24241035	0.11367236	0.14536747	0.0531922	0.06973244	0.16430922
Aqp8	AQP8	0	0	0	0	0.017894255	0
Aqp9	AQP9	0.108225286	0.22645491	0.6387346	0.15845704	0.150571	1.0068929
Aqr	AQR	3.7474842	3.8032541	3.8544302	3.725649	3.7340956	3.8849452
Ar	AR	0.68459535	0.7871664	0.9153256	0.8511736	1.0315931	1.1083326
Araf	ARAF	3.8402395	3.875864	4.010896	3.9472444	3.931731	3.858751
Arap1	ARAP1	4.2859693	4.371259	4.492814	4.4879017	4.489263	4.6436815
Arap2	ARAP2	2.3858037	2.5679064	2.7724783	3.338736	3.4538472	3.169397
Arap3	ARAP3	2.3515692	2.4062488	2.4505634	2.5865955	2.6537676	2.4677515
Arc	ARC	2.6695805	2.8552651	3.035858	2.8409564	2.9406915	2.8167875
Arcn1	ARCN1	5.2245383	5.2842565	5.1589985	5.207329	5.263767	5.2656956
Areg	AREG	3.6811984	3.7247949	3.4908686	4.027981	4.102814	4.1462107
Arel1	AREL1	3.485474	3.614575	3.645985	3.4829023	3.585029	3.756813
Arf1	ARF1	6.0661955	6.0657864	6.072556	6.3108406	6.3059363	6.2011194
Arf2	ARF2	3.5487971	3.5456145	3.485176	4.1057744	4.0959277	3.8892727
Arf3	ARF3	5.0017047	5.0764384	5.1236076	5.1134286	5.123657	5.225307
Arf4	ARF4	5.3137884	5.2584224	5.0754385	5.8191924	5.7965846	5.510966
Arf4os	ARF4OS	0.3446356	0.2211079	0.22579876	0.22916728	0.30164316	0.122107364
Arf5	ARF5	4.5618587	4.4418874	4.4909787	4.7522526	4.700644	4.6506867
Arf6	ARF6	5.379449	5.3977246	5.4306197	5.5424614	5.487753	5.4252334
Arfgap1	ARFGAP1	3.2424788	3.2939703	3.3172379	3.243208	3.3117461	3.2797534
Arfgap2	ARFGAP2	4.18302	4.261698	4.2378063	4.3611064	4.3581724	4.277022
Arfgap3	ARFGAP3	3.5005355	3.594749	3.4623098	4.2333384	4.2592473	4.0896654
Arfgef1	ARFGEF1	4.6933465	4.8423653	4.900411	4.6175957	4.722718	4.9117994
Arfgef2	ARFGEF2	4.611	4.786102	4.9980817	4.556654	4.6752143	4.851284
Arfgef3	ARFGEF3	4.433489	4.557958	4.787512	4.5608234	4.707676	4.675051
Arfip1	ARFIP1	4.399722	4.3938193	4.464146	4.2843137	4.2716737	4.3394933
Arfip2	ARFIP2	4.1646047	4.1546125	4.0674453	4.22161	4.2357526	4.054109
Arfrp1	ARFRP1	3.2189853	3.1951928	3.2383025	3.1590214	3.1541765	3.070505
Arg1	ARG1	2.154959	2.0344346	2.3406384	1.9247541	1.828897	2.0470996
Arg2	ARG2	3.0388093	3.004427	3.151642	3.5327067	3.563516	3.6293895
Arglu1	ARGLU1	3.5768876	3.7205923	3.591034	3.333739	3.3548982	3.4912694
Arhgap1	ARHGAP1	4.1764903	4.222468	4.270196	4.344127	4.405681	4.437349
Arhgap10	ARHGAP10	2.5668113	2.6835487	2.7550967	2.4542494	2.606938	2.8143575
Arhgap11a	ARHGAP11A	1.8459227	2.006951	2.473433	2.7943308	2.9850028	3.3931413
Arhgap12	ARHGAP12	3.127788	3.2071738	3.3931537	3.0446765	3.0546107	3.2723942
Arhgap15	ARHGAP15	0.31170812	0.50001216	0.7642606	0.57687277	0.54883814	1.4307771
Arhgap15os	ARHGAP15OS	0	0	0	0	0	0
Arhgap17	ARHGAP17	3.6744568	3.8304696	3.9137242	3.5757875	3.668345	3.731078
Arhgap18	ARHGAP18	3.9966512	4.022647	4.1854663	4.2082353	4.2547717	4.464155
Arhgap19	ARHGAP19	1.0532242	1.026901	1.5143638	1.7081738	1.793483	2.3244596
Arhgap20	ARHGAP20	0.8107819	1.122751	1.0825101	1.2631377	1.3719461	1.1295426
Arhgap20os	ARHGAP20OS	0.24837215	0.10166167	0.13239844	0.08952568	0.10285609	0.0629163
Arhgap21	ARHGAP21	6.4526286	6.53359	6.8802633	6.616332	6.595085	5.896467
Arhgap22	ARHGAP22	1.3117567	1.4391131	1.7020744	1.2226034	1.3202636	1.6385881
Arhgap23	ARHGAP23	2.7869978	2.9870384	3.2312627	2.9335659	3.0417614	3.0214925
Arhgap24	ARHGAP24	2.162	2.2791157	2.4145818	1.930432	2.132839	2.494905
Arhgap25	ARHGAP25	0.35537484	0.39308205	0.30574277	0.5135402	0.6759804	1.1451601
Arhgap26	ARHGAP26	1.713634	2.023001	2.0705445	1.6953646	1.7706951	2.0481472
Arhgap27	ARHGAP27	3.109255	3.315817	3.7116382	3.0750525	3.131579	3.2674577
Arhgap27os1	ARHGAP27OS1	0.7442622	0.7080163	0.8116924	0.4657138	0.7120576	0.58978695
Arhgap27os2	ARHGAP27OS2	0.36599994	0.5121081	0.7217335	0.35167703	0.20350513	0.37470615
Arhgap27os3	ARHGAP27OS3	0.030024389	0	0.043733716	0.015488665	0	0.04755443
Arhgap28	ARHGAP28	1.853115	1.8765633	1.8565712	1.7909184	1.78443	1.7863674
Arhgap29	ARHGAP29	4.057628	4.1320047	4.449193	4.0315886	4.127569	4.2178273
Arhgap30	ARHGAP30	0.25429863	0.33738846	0.556794	0.39991033	0.35999873	1.7432868
Arhgap31	ARHGAP31	4.6661186	4.905685	4.9965215	3.8887568	4.0695953	4.373528
Arhgap32	ARHGAP32	2.9346738	3.0153074	3.0542967	3.0006154	3.0934258	3.381067
Arhgap33	ARHGAP33	1.476049	1.6053079	1.9509059	2.2470942	2.290838	2.242575
Arhgap33os	ARHGAP33OS	0	0	0	0.04576436	0	0
Arhgap35	ARHGAP35	4.7159724	4.830851	4.873316	4.6932106	4.7532296	4.8956
Arhgap36	ARHGAP36	0.11504031	0.089504965	0.11262398	0.2353543	0.2108435	0.16430922
Arhgap39	ARHGAP39	2.9277654	3.0843544	3.1882577	3.2852707	3.3514252	3.3794093
Arhgap4	ARHGAP4	1.2762429	1.3052465	1.6490793	0.9434109	1.0153732	1.4781618
Arhgap40	ARHGAP40	0.37651336	0.22645491	0.119259015	0.34063506	0.35999873	0.41302606
Arhgap42	ARHGAP42	0.7586388	0.8433909	0.88504004	0.9937726	0.9229273	1.0128068
Arhgap44	ARHGAP44	4.7049994	4.8685565	5.0709596	4.155078	4.212228	4.461816
Arhgap45	ARHGAP45	3.2915633	3.5531116	3.7167234	2.8576715	2.8731205	3.2225447
Arhgap5	ARHGAP5	4.732612	4.743051	4.7570643	4.9717903	4.98257	4.9337783
Arhgap6	ARHGAP6	2.107018	2.0905468	2.2419672	1.8379631	1.9229186	2.0344439
Arhgap8	ARHGAP8	3.1129892	3.29049	3.0826998	2.8308837	2.870566	2.8595455
Arhgap9	ARHGAP9	0.14184527	0.18285611	0.41481957	0.12458519	0.23967002	1.3541569
Arhgdia	ARHGDIA	5.6210732	5.6578774	5.7198086	6.0041523	6.0348682	5.8191304
Arhgdib	ARHGDIB	1.5817168	1.5627787	1.9445311	2.2634594	2.3832564	2.886615
Arhgdig	ARHGDIG	4.0725355	4.025636	4.0014024	4.595225	4.476716	4.553336
Arhgef1	ARHGEF1	3.9716969	4.0649695	4.2396336	3.9693015	4.0763583	4.111313
Arhgef10	ARHGEF10	2.0339952	2.2364526	2.6094565	2.9364684	3.0243678	2.8734012
Arhgef10l	ARHGEF10L	3.0489755	3.1769476	3.670757	2.9455364	2.970758	3.2873623
Arhgef11	ARHGEF11	3.5051246	3.6773953	3.935793	3.8377924	4.0582724	3.879258
Arhgef12	ARHGEF12	5.178542	5.3527684	5.484494	4.9468155	5.0885386	5.268292
Arhgef15	ARHGEF15	1.9245546	2.0688164	2.0234077	2.3571355	2.4670863	2.0075517
Arhgef16	ARHGEF16	3.4158678	3.4931276	3.5153162	3.8539684	3.883682	3.7098432
Arhgef17	ARHGEF17	4.2516236	4.4552627	4.7445693	4.1527495	4.309023	4.379649
Arhgef18	ARHGEF18	3.5437443	3.6851451	3.790052	3.4929214	3.5516777	3.6926055
Arhgef19	ARHGEF19	3.1989768	3.3546312	3.6364121	3.2814658	3.3183062	3.4465163
Arhgef2	ARHGEF2	4.682262	4.816553	5.12232	5.2306476	5.2782855	5.2184286
Arhgef25	ARHGEF25	1.0505627	0.88288593	1.138937	1.4219657	1.512672	1.4480953
Arhgef26	ARHGEF26	3.2057939	3.3438292	3.2155387	2.8767524	2.840973	3.251558
Arhgef28	ARHGEF28	4.028622	4.20266	4.2235036	3.979275	4.0376263	4.3584747
Arhgef3	ARHGEF3	2.4908671	2.6482048	2.784054	2.9418366	2.9325507	2.972449
Arhgef33	ARHGEF33	0.83751833	1.0340605	1.067251	1.0715617	1.0218928	1.0157505
Arhgef37	ARHGEF37	0.073435545	0.052122165	0.15178944	0.5411753	0.45601255	0.4183824
Arhgef38	ARHGEF38	5.0074797	5.0881014	5.3881855	3.7032068	3.811084	4.352118
Arhgef39	ARHGEF39	0.33922243	0.5121081	0.90633583	1.1134384	1.0969818	1.3135264
Arhgef4	ARHGEF4	2.1819704	2.390448	2.5331626	3.4190528	3.4719536	3.0518782
Arhgef40	ARHGEF40	1.7838862	1.9419641	2.352758	1.8946985	2.043371	2.1867437
Arhgef5	ARHGEF5	4.001401	4.201359	4.143563	3.9143095	4.0283475	4.0555167
Arhgef6	ARHGEF6	2.6573641	2.652456	2.8929892	2.1112182	2.2844234	2.811434
Arhgef7	ARHGEF7	3.9656487	4.0622106	4.1251903	3.9756198	4.0236754	4.205798
Arhgef9	ARHGEF9	0.8342151	1.1400106	1.0543548	0.94644463	0.86000663	1.2052991
Arid1a	ARID1A	4.465539	4.7434587	4.9735904	4.131921	4.3301625	4.6365485
Arid1b	ARID1B	3.7220109	3.989903	4.349075	3.411357	3.5855296	3.8580658
Arid2	ARID2	3.8727798	4.0670333	4.231655	3.560598	3.7379708	4.0741873
Arid3a	ARID3A	1.7259169	1.8775868	2.232422	2.3040175	2.4950283	2.6282525
Arid3b	ARID3B	1.4584811	1.4327489	1.8841207	1.1082988	1.3696538	1.5145166
Arid3c	ARID3C	0.015124873	0	0.029367281	0	0	0
Arid4a	ARID4A	2.8737261	3.163749	3.2385945	2.7081492	2.816975	3.0453339
Arid4b	ARID4B	3.9623208	4.1025925	4.161256	3.499545	3.728037	4.0141683
Arid5a	ARID5A	2.1896777	2.3298433	1.9402586	2.848219	2.8685176	2.608124
Arid5b	ARID5B	4.512938	4.717378	4.746447	3.9498029	4.084901	4.239707
Arih1	ARIH1	4.7451444	4.7513485	4.588994	4.6825767	4.719502	4.830961
Arih2	ARIH2	3.585163	3.648047	3.7710173	4.2354865	4.2369275	3.9721067
Arl1	ARL1	5.109424	5.048498	5.0943003	5.1547685	5.1180515	5.099828
Arl10	ARL10	2.3900015	2.604173	2.5743108	2.2338064	2.265866	2.486836
Arl11	ARL11	0.030024389	0.0393441	0.10594464	0.103697315	0.086431414	0.7044673
Arl13a	ARL13A	0	0	0	0	0	0
Arl13b	ARL13B	3.5112865	3.5622623	3.5975857	3.578188	3.5862799	3.8506708
Arl14	ARL14	0	0	0	0	0	0
Arl14ep	ARL14EP	2.4940183	2.5109146	2.6690419	3.268479	3.2762406	3.0103555
Arl14epl	ARL14EPL	0	0	0	0	0	0
Arl15	ARL15	2.7073944	2.8656023	3.0959306	3.0868778	3.1303961	2.916492
Arl16	ARL16	1.8495253	1.8610835	1.9498463	2.1036289	2.087987	1.9731686
Arl2	ARL2	3.4922218	3.5273101	3.4648764	3.1331692	3.1011739	3.1424263
Arl2bp	ARL2BP	3.805927	3.784437	3.8829072	4.1862903	4.102665	4.2484426
Arl3	ARL3	4.067591	4.0941553	3.9842212	4.0929613	4.0833807	4.1800556
Arl4a	ARL4A	3.557742	3.464454	3.3112779	3.4776142	3.4564135	3.598774
Arl4aos	ARL4AOS	0	0.013287439	0.029367281	0.015488665	0.035473924	0
Arl4c	ARL4C	4.267129	4.3492155	3.965752	3.9457364	3.997002	4.2644334
Arl4d	ARL4D	2.5207157	2.5292091	2.4896305	2.6849918	2.7123802	2.4176598
Arl5a	ARL5A	4.2087207	4.19513	4.303687	4.3738756	4.397714	4.376695
Arl5b	ARL5B	2.8519692	2.9088356	3.075158	2.7789395	2.8378062	3.364364
Arl5c	ARL5C	0.28913826	0.2884838	0.33281302	0.43082002	0.5116533	0.8323673
Arl6	ARL6	2.8009825	2.714147	2.7189083	3.335963	3.2931457	3.364364
Arl6ip1	ARL6IP1	6.010676	5.9715443	6.0193458	6.1626034	6.1610065	6.11623
Arl6ip4	ARL6IP4	3.1583652	3.1811237	3.178996	3.4615793	3.4292815	3.3609893
Arl6ip5	ARL6IP5	4.205885	4.1510377	4.189313	4.1449895	4.15343	4.205193
Arl6ip6	ARL6IP6	3.3692434	3.285747	3.3631659	3.1702275	3.1841567	3.3796856
Arl8a	ARL8A	3.767582	3.8114228	3.8547459	4.0533714	4.0613875	4.1103816
Arl8b	ARL8B	4.887192	4.854687	4.775582	4.8987017	4.9435024	4.92279
Arl9	ARL9	0.15498304	0.107685044	0.15817045	0.015488665	0.18116128	0.114897266
Armc1	ARMC1	3.4936123	3.486599	3.3843524	3.6745255	3.6734004	3.6867251
Armc10	ARMC10	3.6008875	3.57133	3.6652415	3.9464908	3.9169285	3.9754643
Armc12	ARMC12	0	0	0	0	0	0.008084445
Armc2	ARMC2	1.9389077	1.9970144	2.0563493	2.145588	2.1274757	2.3618705
Armc3	ARMC3	2.889103	2.9850123	2.8704433	3.2175941	3.1781569	3.451932
Armc4	ARMC4	2.906332	2.8967257	2.9238832	3.2210267	3.1510897	3.366887
Armc5	ARMC5	3.6844566	3.7147439	3.7201593	3.5685518	3.6095152	3.5279267
Armc6	ARMC6	1.8153855	1.6728203	1.5576595	2.0468137	1.9425201	1.988843
Armc7	ARMC7	1.1965961	1.3650687	1.5592276	1.4010377	1.4966321	1.7289845
Armc8	ARMC8	3.2226357	3.2407098	3.2826116	3.3080869	3.3064668	3.3213427
Armc9	ARMC9	2.53953	2.6669624	2.6236086	2.7990925	2.7511683	2.9446483
Armcx1	ARMCX1	1.7658033	1.7798718	1.9434646	1.7961123	1.7536476	1.8065648
Armcx2	ARMCX2	1.7553216	1.7628069	1.8784435	2.199793	2.239293	2.2839417
Armcx3	ARMCX3	3.2371058	3.2807302	3.261131	3.4410422	3.5161033	3.395321
Armcx4	ARMCX4	0.97301203	1.2102119	1.2601026	1.7658719	1.9029251	1.4873751
Armcx5	ARMCX5	1.4131618	1.5486646	1.7652354	1.6765679	1.7629822	1.7657536
Armcx6	ARMCX6	0.46167755	0.3609722	0.59038013	0.53204817	0.74259156	0.5942774
Armt1	ARMT1	2.239595	2.3054683	2.3668308	2.3812308	2.3815897	2.4705002
Arnt	ARNT	3.8111665	3.8779423	4.0609183	3.8091416	3.8764117	3.9853194
Arnt2	ARNT2	0.62929666	0.69474995	0.75028485	1.0795484	1.0725732	1.1554377
Arntl	ARNTL	3.5990136	3.6925025	3.9398592	3.231871	3.3287134	3.560292
Arntl2	ARNTL2	0.11504031	0.15460889	0.2492994	0.3461713	0.19611251	0.3634824
Arpc1a	ARPC1A	4.869214	4.87061	4.8437066	4.736773	4.7128773	4.8222446
Arpc1b	ARPC1B	4.7488475	4.8089995	4.9455733	4.8773513	4.9561024	4.991235
Arpc2	ARPC2	5.182143	5.1421933	5.145504	5.4748697	5.487865	5.383962
Arpc3	ARPC3	4.416886	4.3920827	4.2992454	4.458695	4.4033637	4.4796433
Arpc4	ARPC4	4.4047623	4.3535256	4.3395	4.7498918	4.7309513	4.6779237
Arpc5	ARPC5	4.8142467	4.812376	4.855029	5.070992	5.033199	5.1170034
Arpc5l	ARPC5L	3.6025503	3.5006232	3.453392	4.1515217	4.126841	3.8447845
Arpin	ARPIN	3.5939991	3.627281	3.599013	3.8504884	3.8118827	3.758707
Arpp19	ARPP19	4.1574764	4.151775	4.1778417	4.3010616	4.257715	4.283761
Arpp21	ARPP21	0.3283074	0.22645491	0.10594464	0.0531922	0.086431414	0.15043887
Arr3	ARR3	0.059173528	0.019865531	0.11262398	0	0.035473924	0
Arrb1	ARRB1	4.132975	4.2190294	4.382767	4.1868834	4.200119	4.315817
Arrb2	ARRB2	2.5170329	2.5060153	2.4665005	2.408276	2.3080442	2.35342
Arrdc1	ARRDC1	3.9088914	3.9390104	4.071773	3.8448286	3.8298807	3.8949034
Arrdc2	ARRDC2	1.2283279	1.3853561	1.7588391	1.2892756	1.4079236	1.1955237
Arrdc3	ARRDC3	3.776522	3.8120143	3.88933	3.7239552	3.7874384	3.9955263
Arrdc4	ARRDC4	3.5430832	3.4592085	3.3792882	3.6956773	3.6671925	3.9736342
Arrdc5	ARRDC5	0	0	0	0	0	0.031952877
Arsa	ARSA	2.8179653	2.7818236	2.9044826	2.814647	2.7260687	2.8770638
Arsb	ARSB	3.7619314	3.7998183	3.875052	3.6033688	3.606824	4.011673
Arsg	ARSG	1.7095059	1.7708068	2.0004919	1.7804488	1.9042705	2.2485902
Arsi	ARSI	0.14184527	0.16032252	0.31665897	0.6848034	0.67137784	0.76291907
Arsj	ARSJ	0.5920615	0.410978	0.5395682	0.827574	0.8863963	0.7164341
Arsk	ARSK	2.3347404	2.2285616	2.2815466	2.08537	2.151912	2.1514962
Art1	ART1	0	0	0	0.030741084	0	0.031952877
Art2a-ps	ART2A-PS	0.015124873	0.013287439	0.029367281	0.0531922	0	0.12926584
Art2b	ART2B	0.015124873	0	0	0.015488665	0	0
Art3	ART3	0.14843574	0.26823202	0.2608458	0.6239646	0.4269864	0.5531184
Art4	ART4	0.44716597	0.5966047	0.80837804	1.165868	1.4057125	1.2293276
Art5	ART5	0	0.045753542	0.057896674	0.06056527	0.10285609	0.016104057
Artn	ARTN	1.2719805	1.4311516	1.5044825	1.3835828	1.4637594	1.2004234
Arv1	ARV1	1.7433966	1.7999725	1.9466605	2.0834286	1.9818517	1.9720396
Arvcf	ARVCF	2.7190182	2.8739464	3.0038576	3.2002525	3.1964188	3.2782247
Arx	ARX	0.015124873	0	0	0	0	0
Arxes1	ARXES1	1.1662011	1.0340605	1.4448107	0.723399	0.54883814	0.7742103
Arxes2	ARXES2	2.1681201	2.115854	2.56289	1.3537968	1.2399738	1.40522
As3mt	AS3MT	2.9829001	3.0113645	3.0668657	3.0446765	3.0304902	3.1307929
Asah1	ASAH1	5.010685	4.9686327	5.041441	4.74012	4.769753	4.8659
Asah2	ASAH2	2.9755406	3.076674	3.121221	2.6971636	2.8017473	3.1136262
Asap1	ASAP1	1.7204764	1.93812	2.2276154	2.3324451	2.385752	2.384561
Asap2	ASAP2	2.7666056	2.8874526	3.1019785	2.414576	2.5171242	2.6194222
Asap3	ASAP3	2.3801785	2.599711	2.9818149	2.1989279	2.3116293	2.631763
Asb1	ASB1	2.915456	2.9555128	3.145888	2.7256832	2.6306267	3.055708
Asb10	ASB10	0.030024389	0	0.014791441	0.07515031	0.086431414	0.055264864
Asb11	ASB11	0.81416327	0.67791575	0.6228748	0.799903	0.8561792	1.0645134
Asb12	ASB12	0	0.013287439	0	0.015488665	0	0
Asb13	ASB13	3.150237	3.16629	3.24877	3.0854518	3.1444988	3.2147503
Asb14	ASB14	0.62929666	0.88564825	0.7916393	0.5812467	0.8751716	0.95516175
Asb15	ASB15	0.030024389	0.013287439	0.050840266	0.015488665	0.035473924	0.024059866
Asb16	ASB16	0.17437164	0.19942921	0.22579876	0.08952568	0.035473924	0.20480195
Asb17	ASB17	0	0	0	0	0	0
Asb17os	ASB17OS	0.022602381	0.006665789	0	0	0	0
Asb18	ASB18	0.022602381	0	0.007423069	0	0.017894255	0.008084445
Asb2	ASB2	0.4324407	0.45010996	0.36435878	0.13827191	0.10285609	0.21794316
Asb3	ASB3	2.8541665	2.858339	2.9719446	3.0964503	3.0942445	3.260007
Asb4	ASB4	0.030024389	0.06473901	0.057896674	0.15845704	0.086431414	0.09294972
