ProbeID	Name	HCT116_DMSO_A1_S25_L003	HCT116_DMSO_B1_S27_L003	HCT116_DMSO_C1_S26_L003	HCT116_PF_20uL_D1_S30_L003	HCT116_PF_20uL_E1_S29_L003	HCT116_PF_20uL_F1_S28_L003	SW480_DMSO_A2_S31_L003	SW480_DMSO_G1_S32_L003	SW480_DMSO_H1_S33_L003	SW480_PF_20uL_B2_S36_L003	SW480_PF_20uL_C2_S35_L003	SW480_PF_20uL_D2_S34_L003
ENSG00000108582	CPD	4.204096258	4.113741999	4.302749602	4.322796913	4.782935954	4.17134968	4.167548048	4.234872293	4.097903182	5.013077103	5.104540133	5.187841487
ENSG00000156787	TBC1D31	3.926625336	4.018911834	4.092018969	2.385495094	2.387751702	2.703302291	3.835943089	3.802988083	3.824527044	2.920943281	2.466452107	2.644625553
ENSG00000113522	RAD50	4.25933613	4.111498009	4.175265675	4.667041547	5.31286029	5.550916052	4.262636919	4.163934293	4.206786505	5.216461656	5.2719372	5.284639646
ENSG00000182348	ZNF804B	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000144596	GRIP2	0.059476005	0.025208429	0.138617117	0.196404348	0.112919339	0.044522456	0.076694397	0.069628487	0.069076565	0	0.01673335	0.036248567
ENSG00000167825	OR5I1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000139291	TMEM19	3.342853664	3.396982829	3.440214721	3.053577095	3.630353397	3.322929843	3.128855916	2.73590352	3.436210624	3.918563603	3.745462057	3.994999529
ENSG00000187612	OR5W2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000162069	BICDL2	2.950983251	2.834084173	2.853329958	4.550866197	4.580727391	4.482476593	2.399041177	2.842139915	2.866027854	5.249785874	5.125602339	5.000281298
ENSG00000162174	ASRGL1	4.215816468	4.669393064	4.431891685	2.879265834	2.097467868	1.945127099	4.056458067	4.176733898	4.450763032	1.60632477	2.005340338	1.707147503
ENSG00000215421	ZNF407	1.251685052	1.327523255	1.241797482	1.629343085	1.792994078	1.839159871	1.192411658	1.326476027	1.261200128	2.285690315	2.168682819	2.103695692
ENSG00000214652	ZNF727	0.06535889	0.077965806	0.070194345	0.04843095	0.075418443	0.050744349	0.046889274	0.065701342	0.043410723	0.110698118	0.098654687	0.128741979
ENSG00000157470	FAM81A	2.750629656	3.166299285	2.690809062	1.228708503	1.532926977	1.28827823	2.881567719	2.481295583	2.624477818	1.081962661	0.914099878	0.977575797
ENSG00000100216	TOMM22	6.741353724	6.718193096	6.766838947	6.081559066	6.131735574	6.092275105	6.685295444	6.548341058	6.756745778	6.229139895	6.09085978	6.087227323
ENSG00000197122	SRC	3.767487608	3.697298739	3.825650696	4.161521573	3.532313755	3.315072689	3.71816169	3.679007381	3.753525532	2.893138896	2.746127354	3.037198754
ENSG00000161638	ITGA5	5.268871059	5.307851909	5.349657315	4.736314187	5.04013911	4.491626537	5.358615921	5.407293903	5.333912421	4.901930799	4.737499058	4.820806125
ENSG00000075213	SEMA3A	1.886077951	2.001068281	1.987999773	3.429882386	3.760346578	3.083046704	1.779839876	2.011728197	1.904588527	3.700074559	3.502455107	3.694498246
ENSG00000100197	CYP2D6	0.25817517	0.285324089	0.432205055	1.133331443	1.182493366	1.052874646	0	0.392977889	0.199531766	0.990048672	1.029736202	1.740611147
ENSG00000130182	ZSCAN10	0.554984157	0	0.343518117	0.024428055	0	0.023188344	0.156029197	0.281839116	0.175618744	0.143007647	0.274790031	0.066878486
ENSG00000226742	HSBP1L1	4.718894599	4.779689418	4.86721201	6.379931597	6.38207079	6.555726751	4.682553073	4.79884269	4.829451343	6.126765586	6.096522466	6.062397632
ENSG00000119699	TGFB3	1.995218206	1.960594185	1.117250465	2.008543899	2.338971152	1.770822493	1.224917689	1.459042301	0.885833909	2.572465284	2.508539956	2.308115026
ENSG00000141759	TXNL4A	7.010758952	6.90975945	7.060122468	6.375249719	6.556625849	6.648981382	7.062388101	6.932729789	7.076937238	6.818891747	6.692987991	6.731022301
ENSG00000114166	KAT2B	1.492629147	1.634756439	1.738126165	4.130332423	4.308562635	3.725312537	1.499198853	1.694669399	1.506178475	4.308183702	4.468350017	4.311015789
ENSG00000109911	ELP4	4.342366179	4.306407936	4.447393017	3.480653757	3.721999149	3.531418938	4.381992778	4.21055983	4.36307711	3.48296491	3.669477345	3.718391822
ENSG00000064726	BTBD1	5.187585538	5.383152818	5.288058585	5.92420692	6.108742559	5.850246207	5.302794886	5.099988861	5.2076427	6.330974531	6.297536144	6.32049578
ENSG00000108578	BLMH	5.80695707	5.687287016	5.722632717	4.099547805	3.993547901	4.074248609	5.726673781	5.750548169	5.755641033	3.399895924	3.677857626	4.037265712
ENSG00000107175	CREB3	4.824691491	4.881527586	4.879132299	6.428008355	6.883220012	7.070772493	4.998254185	5.017271658	4.962363932	6.788640038	6.908331369	6.933055611
ENSG00000132661	NXT1	4.800687685	4.664135778	4.744457141	5.559014507	5.752794076	6.024647688	4.580941401	4.577700724	4.828184732	5.755945091	5.626091563	5.687323889
ENSG00000267127	None	0.352279091	0.484665089	0.42590515	0.563218376	1.012249279	0.826491948	0.555941379	0.467340005	0.876976964	1.402780287	1.230337683	1.128512495
ENSG00000283071	LBHD2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000185215	TNFAIP2	5.348511716	5.300716554	5.379547945	1.386406034	1.055380463	1.198804429	5.434480385	5.537131083	5.374166006	0.855717888	1.142650049	1.155088602
ENSG00000125812	GZF1	3.078933756	3.175482908	3.170895932	3.687202375	3.989232305	4.110919535	3.141550332	3.28915131	3.316769761	4.286299092	4.288079004	4.082234222
ENSG00000101546	RBFA	5.026064806	5.005365492	5.04187595	3.913651548	4.332896939	4.106105393	5.082119655	5.076123365	4.999381763	4.488288767	4.595035735	4.577753889
ENSG00000140993	TIGD7	0.92379877	0.574352637	0.781028118	0.882805796	0.148991356	0.274250209	0.855976944	0.894238823	0.406539935	0.723479053	0.993999633	0.775335469
ENSG00000196715	VKORC1L1	3.745954736	3.624031859	3.56320207	3.802008085	4.0929352	3.865876958	3.457046578	3.364426755	3.446986658	4.26141046	4.359940677	4.410830401
ENSG00000111058	ACSS3	0.119955045	0.247961287	0.411800539	0.221047124	0.2983197	0.342263947	0.106205437	0.161951514	0.095356409	0.114135509	0.476083422	0.541957542
ENSG00000123159	GIPC1	6.393814901	6.415492965	6.401364578	7.013037886	7.057071338	7.367543625	5.981794259	6.515498525	6.53130335	7.064170983	7.109525852	6.863525103
ENSG00000125814	NAPB	2.579144901	2.684784633	2.391876578	2.378942705	2.767952783	2.88172206	2.587534621	2.524395468	2.504441157	2.30340611	2.491949016	2.485334193
ENSG00000168158	OR2C1	0	0.052255895	0.087130678	0	0.145074821	0	0	0	0	0.140785199	0.260713408	0
ENSG00000070610	GBA2	5.55555452	5.560585962	5.647537114	5.540377513	6.085625418	6.105675857	5.661146736	5.622063771	5.584641976	6.035777408	6.006860583	6.018835214
ENSG00000285329	None	0	0.576314123	0.460223572	0.392291042	1.711974991	1.413886491	0.912232898	0.147866734	0.610906012	1.618797768	1.603164609	1.739260538
ENSG00000103343	ZNF174	2.443622563	2.577622665	2.642211735	3.616905427	3.723140655	3.67405348	2.569327759	2.598537432	2.639892919	3.346088743	3.621428675	3.53907988
ENSG00000187118	CMC1	5.530166465	5.521595917	5.53612581	5.135685485	4.905106081	4.857354779	5.183993512	5.31960567	5.654877866	4.868516788	4.940343247	4.746974298
ENSG00000100427	MLC1	0.120118197	0.019495119	0	0	0	0	0.017283846	0.015381241	0.100135729	0	0	0
ENSG00000146383	TAAR6	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000198225	FKBP1C	0.073628318	0.048103212	0	0	0	0.0359203	0.042476667	0	0	0	0	0
ENSG00000165959	CLMN	3.255223498	3.230721331	3.254165736	1.772347547	1.856966573	1.909404848	3.385163734	3.366753454	3.276874486	1.084435371	1.222294768	0.910679864
ENSG00000101544	ADNP2	4.297257239	4.53019962	4.495531187	3.684017516	4.273566764	4.186310779	4.272501395	4.187380105	4.376963294	4.41219078	4.390656681	4.530571203
ENSG00000198523	PLN	0.017715285	0.022771747	0	0.017890988	0.064179677	0.033791298	0	0.01798047	0.019553902	0.083178232	0.0244977	0.111751011
ENSG00000167981	ZNF597	1.34135959	1.315148838	1.379676407	2.164998613	2.265748926	2.064093015	1.385419993	1.096390057	1.252185526	2.702825959	2.792228591	2.772846351
ENSG00000106605	BLVRA	5.825663583	5.911510658	5.830832479	6.133105213	6.169478559	6.146897932	6.008131043	6.109625816	5.795285718	6.662456368	6.519650719	6.618438951
ENSG00000111885	MAN1A1	3.126905146	3.280050635	3.149173178	4.458926587	4.661931977	4.265391886	2.977182825	2.892375482	3.015597476	4.755448441	4.687139094	4.6677105
ENSG00000184254	ALDH1A3	6.79525075	6.877518492	6.826941851	1.07036171	1.4617979	1.839188063	6.738262129	6.991190799	6.766877008	0.821297141	0.987561938	0.741867326
ENSG00000178184	PARD6G	2.896758349	2.570436457	2.756244066	1.795641039	1.676810799	1.440061331	2.694672519	2.469101395	2.873689196	2.049287826	1.478939716	1.970574289
ENSG00000122390	NAA60	4.350214649	4.615968327	4.498619072	5.693917945	5.667102428	5.451105255	4.254924507	4.555398498	4.318079728	5.843262794	5.877646324	5.843921119
ENSG00000125823	CSTL1	0.601092692	0.396232937	0.215432588	2.823440411	2.478459849	2.423115682	0	0.320300972	0.223757389	2.843072508	2.098474133	2.942669698
ENSG00000047932	GOPC	3.636259885	3.655582183	3.665645402	4.688813651	4.871521223	4.501860013	3.667949015	3.36052649	3.490397741	5.539366823	5.473732371	5.469158619
ENSG00000125831	CST11	0	0	0	0.660478703	0.347963801	0	0	0	0	0.214891966	0.614110501	0.167487675
ENSG00000107185	RGP1	3.801527252	3.829043475	3.774340084	3.95033067	4.445778341	4.349290324	3.745504975	3.74309914	3.768399998	4.559820328	4.619431793	4.576108498
ENSG00000178342	KCNG2	0.036979125	0	0.079335781	0.109788055	0.163597914	0.169717238	0.042428477	0.037770309	0.119733055	0.044150257	0.051028041	0.094338778
ENSG00000167779	IGFBP6	6.410319393	6.452635791	6.49052665	4.516360835	4.075988557	3.94223673	6.567992874	6.621928782	6.530504176	2.801846722	2.687726549	2.615801945
ENSG00000185290	NUPR2	1.608056953	1.638833804	1.386341925	0.845499686	0.977630891	1.319456084	1.443712728	1.230867017	1.180116027	0.488292881	0.438538781	0.824486006
ENSG00000093217	XYLB	2.658613439	2.59424063	2.850608624	2.045218231	2.359217054	1.981748191	2.610013839	2.780432061	2.352522387	2.220245434	2.26402772	2.187138378
ENSG00000198783	ZNF830	3.100742224	3.210847038	3.296009185	3.619025579	3.583663491	3.483684623	3.312312007	3.319896794	3.207415431	4.00266652	3.88500967	3.901030988
ENSG00000127529	OR7C2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000118702	GHRH	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000186115	CYP4F2	0.32407807	0.455956049	0.174430069	0.081670946	0.022201747	0.0271692	0.240061736	0.418789466	0.523050926	0.031695421	0	0.036390938
ENSG00000101557	USP14	4.978287168	5.054753726	4.916133844	5.186592268	5.62234071	5.572609043	5.074508733	4.701039055	5.121135745	5.603598485	5.657463344	5.664741404
ENSG00000126653	NSRP1	4.21780985	4.496361743	4.199680981	4.422100232	4.725454388	4.803780342	4.180347841	4.4970215	4.115819503	5.176140908	5.014860639	5.121456475
ENSG00000215183	MSMP	0	0	0	0	0.192406292	0	0	0	0	0	0.513253225	0
ENSG00000101333	PLCB4	1.58980067	1.410134888	1.702577843	4.235285588	4.839004277	4.564958628	1.492080533	1.2324268	1.402489195	4.788722279	4.602492501	4.749927206
ENSG00000157259	GATAD1	3.219658404	3.428280971	3.464075255	4.509711548	5.044136597	5.172412307	3.249227024	2.930886878	3.289656404	5.172157847	5.184648063	5.184642907
ENSG00000196576	PLXNB2	6.428783111	6.489209534	6.404054785	7.420984654	7.559342458	7.704351307	6.219546418	6.507897512	6.361490424	7.80450768	7.749378117	7.681745406
ENSG00000258986	TMEM179	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172867	KRT2	0	0	0.023807623	0.518437445	0.525698072	0.38866457	0	0.044311158	0	0.771352338	0.571571971	0.415624557
ENSG00000185825	BCAP31	7.548025645	7.54785974	7.523381631	7.874902134	8.06336489	8.100354405	7.614942776	7.508961942	7.55060464	8.457782796	8.352018113	8.359814917
ENSG00000137098	SPAG8	0.122916118	0.336442218	0.350751818	0.692921254	0.277736169	0.398993752	0.414165415	0.708949466	0.386767455	0.454643693	0.528245238	0.367888665
ENSG00000154978	VOPP1	4.492442344	4.45031681	4.383974975	4.723075929	4.892481278	4.662109175	4.50867166	4.311212313	4.380890737	4.617674038	4.623501169	4.678074103
ENSG00000155111	CDK19	2.596302841	2.84210028	2.852306204	3.264913044	3.551659013	3.674737006	2.751396234	2.204047728	2.616895196	3.626026245	3.677432356	3.558866755
ENSG00000169946	ZFPM2	1.71378598	1.748482873	1.501752491	1.345983327	1.284959132	1.168609789	1.275540508	1.589984907	1.711068687	1.309682614	1.411439805	1.417982099
ENSG00000184990	SIVA1	7.523603151	7.45555717	7.54331907	7.050565143	7.02153402	7.247729556	7.037239933	7.392477038	7.629686544	7.13227757	7.374906636	7.081080956
ENSG00000177425	PAWR	5.183408065	5.154075654	5.007649143	5.242061908	5.467443046	6.064379618	4.621989541	5.125454966	4.662745156	4.750332067	5.341627483	5.083236541
ENSG00000131355	ADGRE3	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000137133	HINT2	4.676882093	4.743010572	4.868974673	4.916733249	4.946007507	4.852462943	4.741492011	4.893618883	4.780896875	4.978121754	5.071800032	4.920810062
ENSG00000148702	HABP2	0.035430095	0.02291159	0.019300732	0.035780647	0	0.067212771	0.060146072	0.088269957	0.168096569	0	0.096160179	0
ENSG00000111110	PPM1H	2.446269466	2.456465276	2.631082159	3.197714086	3.268111697	3.078814287	2.412824873	2.498704798	2.461484031	3.1079148	3.24091464	3.117018413
ENSG00000177879	AP3S1	9.231287733	9.273667895	9.327914541	5.617027952	5.526040133	5.65498	9.350337598	8.883132578	9.161243514	4.932621166	4.939038705	4.89973824
ENSG00000179627	ZBTB42	1.773986201	2.013548015	2.063708046	2.13391528	2.371321879	2.26305274	1.810114013	1.84733552	2.029241193	2.35621707	2.296894922	2.206958857
ENSG00000166716	ZNF592	3.412889893	3.459255861	3.426492884	4.046827667	4.505615983	4.455098346	3.339746004	3.372812835	3.326177357	4.649348599	4.52603312	4.574997618
ENSG00000141433	ADCYAP1	0	0	0	0	0	0	0	0	0	0	0	0.03750438
ENSG00000186795	KCNK18	0.051867232	0	0	0	0	0	0	0	0	0	0	0.067046788
ENSG00000285645	None	0	0.049645961	0	0.039486284	0	0	0	0	0.041930937	0.105411637	0	0
ENSG00000101986	ABCD1	2.545823845	2.435407239	2.382225662	2.308975605	2.618059835	2.758182699	2.649930404	2.543865295	2.502267454	2.924908823	2.704354316	3.182641453
ENSG00000137103	TMEM8B	2.397812872	2.529669927	2.628546315	2.983104515	3.365342738	3.204467548	2.587190857	2.377986054	2.428968448	2.883260423	2.628024784	2.847017687
ENSG00000229544	NKX1-2	1.410601613	1.572060183	1.576265744	0.172523358	0.030053092	0	1.25293635	1.103591634	1.41515832	0	0	0
ENSG00000100722	ZC3H14	5.111264296	5.240789131	5.236898709	5.948141826	6.316391114	5.964443816	5.306242149	5.197997816	5.18636951	6.683909918	6.601330998	6.596819797
ENSG00000107902	LHPP	4.730250512	4.633770512	4.657350351	2.993114201	2.919125464	2.814600625	4.600839201	4.6097978	4.57168318	2.249961737	2.220122823	2.926884582
ENSG00000168216	LMBRD1	3.119021612	3.151714585	3.136102965	5.231043707	5.316587478	5.38137022	3.329050978	2.780820518	3.000538686	5.150103462	5.080275937	5.205114829
ENSG00000167693	NXN	5.541283982	5.620738531	5.508949665	5.527326493	5.754506097	5.577532354	5.332442804	5.576063196	5.475733632	6.091257037	5.963003877	5.848100847
ENSG00000139644	TMBIM6	8.185560619	8.157735446	8.18124244	9.066611473	9.397095967	9.406383072	8.247742139	8.017123811	8.154549971	9.481822628	9.500001937	9.568675907
ENSG00000105829	BET1	3.893786705	4.099516642	4.215441596	4.442318876	4.746109625	4.919428711	4.082140013	4.046179202	4.06527304	4.953137403	4.86805856	4.820373266
ENSG00000141642	ELAC1	2.475456874	2.788784044	2.779571973	3.416532934	3.323753968	2.890082033	2.751837308	2.888833046	2.534713806	3.782788061	3.885638786	3.419421584
ENSG00000198753	PLXNB3	2.014546687	1.804998108	2.089684577	0.849077057	0.942035498	0.94253102	1.583400178	2.17030797	2.05664075	1.973659395	2.156332215	2.166488259
ENSG00000113369	ARRDC3	4.918676891	4.848189904	4.981890683	3.703130829	4.020942881	3.448520674	4.921795246	4.679348632	4.846853368	4.233105315	4.554384588	4.506136777
ENSG00000089876	DHX32	4.933460466	5.02635302	4.879327646	4.526353566	4.752347192	4.497850688	4.963828789	4.876351966	5.093262936	5.300899788	5.225312339	5.269957357
ENSG00000169439	SDC2	0.044279958	0.020437626	0.178621592	1.544374596	0.644463705	0.04264994	0	0	0	0.019079447	0.061053805	0
ENSG00000267699	None	0.671376716	0.153728823	0.554166418	0.680652921	0.699882064	0.781474705	0	0.211847032	0.385335278	1.631826032	1.619769825	1.031938575
ENSG00000166477	LEO1	4.593870216	4.487715997	4.627023339	4.714732105	4.996830979	4.885529023	4.652418919	4.827706754	4.540505008	5.360865691	5.106676373	5.181000191
ENSG00000166016	ABTB2	2.433717959	2.349311487	2.43666291	3.364061095	3.646830844	3.665620164	2.148341941	2.220302091	2.413951463	3.965932009	3.999702413	3.977087277
ENSG00000101574	METTL4	2.443215161	3.146585823	3.039921835	3.364099627	3.048817193	3.071833361	3.034754864	2.974010051	2.863167889	3.371049996	3.573985821	3.326566973
ENSG00000204930	FAM221B	0.217866727	0.402554107	0.549666214	0.057301645	0.026953986	0.19164729	0.410235802	0.24206136	0.142503624	0.187181937	0.555865912	0.216426306
ENSG00000164209	SLC25A46	3.463766955	3.480026463	3.495737496	3.896413592	4.208873286	3.962382516	3.364714314	3.403743133	3.361417847	4.535701449	4.742755452	4.772448606
ENSG00000186204	CYP4F12	1.778545538	1.645928488	1.952144811	3.160309252	3.264302518	2.862683275	1.876570656	1.830985412	1.780843944	3.686337031	3.624478543	3.559189782
ENSG00000196636	SDHAF3	4.763297365	4.916490116	4.913723296	3.394943484	3.414793528	3.444996485	4.677269747	4.983540441	4.552923389	0.078187757	0	0
ENSG00000166033	HTRA1	0.099013978	0.043417163	0	0.518366941	0.311206641	0.399082697	0	0	0	0.269788538	0.363505284	0.063168392
ENSG00000134115	CNTN6	0	0	0	0	0	0	0	0	0	0.047885236	0	0
ENSG00000196196	HRCT1	0.564417193	0.456457127	0.336508488	2.115213069	2.120295532	1.951237149	0.222829286	0.671950928	0.280720001	2.367667403	2.133655582	2.679203075
ENSG00000100056	ESS2	4.122938293	4.15996633	4.202779721	4.527160251	4.493565873	4.500730809	4.065322851	4.411175786	4.261033684	4.718385794	4.612359577	4.613169166
ENSG00000235387	SPAAR	0.775167386	0.27597881	0.993975729	0.435483304	1.119311484	1.605043202	0.519985665	0.575660762	0.600755011	1.809707893	0.934162663	1.992545847
ENSG00000164715	LMTK2	2.723482111	2.699691542	2.659335947	2.675413772	2.911718422	2.936189397	2.681995429	2.614646246	2.679261638	3.041984118	3.083058281	3.06133209
ENSG00000138594	TMOD3	4.345134966	4.399945155	4.29023461	4.142521236	4.753646946	4.68881147	4.402231862	4.32324662	4.306709038	4.614631583	4.604976995	4.780374777
ENSG00000278889	OR2S2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000080986	NDC80	5.034696416	5.015893139	4.983695386	2.006826885	1.727477452	1.494235666	5.155553261	5.086287262	5.162732459	1.825662718	1.150812451	1.142724491
ENSG00000172289	OR10V1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000171843	MLLT3	2.64041964	2.733053621	2.512917596	6.117497032	6.316633493	6.165053722	2.604325197	2.690084936	2.869452648	6.307811025	6.099734638	6.199100597
ENSG00000237289	CKMT1B	4.594522036	4.806884398	4.557924984	0.986579134	0.630505907	0.937155511	4.655091376	4.697552273	4.723947633	1.172290684	0.736765565	0.384626769
ENSG00000166889	PATL1	3.464075516	3.569754404	3.438074834	5.103160636	5.630911386	5.861836466	3.632676533	3.455024675	3.506000017	5.594024462	5.513419367	5.515086428
ENSG00000184343	SRPK3	2.128441557	2.069527885	2.419435688	2.532380635	1.279710771	1.657824274	0.94037501	2.524608446	2.058438176	2.278612852	2.830668478	2.825719087
ENSG00000205038	PKHD1L1	0.004989622	0.003213758	0.013425369	0.01006652	0.081052819	0.01358586	0.002848485	0	0.01095404	0.033535629	0.00693654	0.010225021
ENSG00000215131	C16orf90	0	0	0.377908895	0	0.172757596	0	0	0.066189237	0	0	0.088359953	0
ENSG00000103351	CLUAP1	4.237911892	4.57881786	4.453920707	4.194416248	4.178897854	3.879508362	4.252803516	4.735530788	4.35194671	3.878897062	3.891599163	4.098140148
ENSG00000152270	PDE3B	1.90106865	1.952268029	1.815206207	0.629759842	0.856136749	0.700224345	2.210501426	1.743525265	1.789734467	0.784620315	0.925916955	0.615054542
ENSG00000006125	AP2B1	5.986373022	5.989847575	5.981377013	6.266691816	6.808991581	6.9096647	6.006923449	5.928628895	5.993532395	6.852647567	6.939661674	6.939543825
ENSG00000186472	PCLO	1.044194961	1.107749258	0.923111367	0.527451823	0.745666466	0.778380932	1.114324776	1.07722488	1.178421962	0.241863486	0.718411343	0.461991227
ENSG00000242866	STRC	1.208642858	1.14938636	1.241357578	1.204654085	1.394212291	1.053831322	1.429859441	1.316114339	1.16883635	1.800363195	1.311678762	1.448855714
ENSG00000206203	TSSK2	0	0	0	0	0	0	0.2224695	0.30974314	0	0	0.648575884	0
ENSG00000063515	GSC2	0	0	0.022079139	0	0	0	0	0.041109923	0	0	0	0
ENSG00000100075	SLC25A1	6.474719249	6.5128745	6.543887591	5.495529493	5.746397154	6.341338755	6.171988943	6.468965786	6.564329372	5.313088293	5.366866244	5.32992676
ENSG00000113368	LMNB1	6.155578943	6.114017533	6.087057408	2.543211647	2.843989671	2.679070175	6.18844132	6.210161029	6.082024442	2.474535464	2.579061488	2.678915184
ENSG00000101596	SMCHD1	4.843412902	4.874839985	4.879186321	5.431501756	5.70261493	5.530463393	4.86993528	4.725783273	4.855581311	6.052589367	5.971631688	6.04506604
ENSG00000160951	PTGER1	0.040801414	0	0.087488911	0	0.145659197	0.039278655	0	0	0	0.095750679	0.162649611	0.103844046
ENSG00000187609	EXD3	3.940658264	4.158677785	4.119482702	2.806252472	3.060856917	3.009086927	3.553907026	3.999092792	4.182805381	3.528108807	3.385265622	3.565117327
ENSG00000165650	PDZD8	4.160903251	4.190105165	4.120811834	4.169928528	4.690577448	4.528321889	4.191085516	4.053718705	4.075705214	4.789562336	4.756578738	4.81669677
ENSG00000105135	ILVBL	5.734506773	5.699716775	5.70758285	5.728097432	5.923111639	5.954935688	5.67278351	5.742263377	5.7389996	5.999631367	6.00835063	5.872586879
ENSG00000203795	FAM24A	0.197289205	0.251622152	0.491099877	0	0	0	0.119452066	0.205692783	0.115162187	0	0.139692136	0
ENSG00000175018	TEX36	0.464502034	0.797500298	0.554686092	0.133806541	0.369604953	0.374819152	1.185321706	0.6221404	0.90841174	0.609727261	0.410790452	0.578117532
ENSG00000277443	MARCKS	4.241069829	4.266111876	4.261320187	5.280488698	5.198399857	5.099707584	4.144274833	3.374392681	3.936948821	5.827318566	5.66399067	5.722291142
ENSG00000172594	SMPDL3A	1.286720669	1.298155631	1.363033559	4.362951431	3.978907647	3.553085702	1.049127479	1.153473316	1.248114596	4.465379312	4.414804823	4.499213258
ENSG00000077147	TM9SF3	5.021029215	4.970443192	4.940681611	6.440947499	6.829828952	6.714958074	5.031337583	4.286180103	4.702647349	6.968187543	7.242148515	7.202532864
ENSG00000134986	NREP	2.351081958	2.344085618	2.508127151	2.301311957	1.986409697	1.413695349	2.339791416	2.091782417	2.3310353	1.836664881	1.576725286	1.868065625
ENSG00000255073	ZFP91-CNTF	0.43858562	0.208607152	0.171764066	0	0	0	0.428008355	0.619458087	0.475217729	0.261977244	0.283118142	0.183059598
ENSG00000083307	GRHL2	2.154924239	1.863830244	1.981514512	4.140062856	4.342826221	4.024181467	2.111988116	2.136515267	2.018874485	4.450100584	4.372155332	4.577404717
ENSG00000112406	HECA	2.578607881	2.572654454	2.647176336	3.337171586	3.511872807	3.546264783	2.54164369	2.153309223	2.513958093	3.49943773	3.44993372	3.507832689
ENSG00000180879	SSR4	7.540259307	7.547653496	7.452963787	8.873505753	8.723722999	8.807731796	7.481268188	7.488220068	7.519538508	8.928354723	8.918894735	8.911577513
ENSG00000124942	AHNAK	6.30085287	6.362292802	6.291666947	6.464142417	7.029585973	6.67434788	6.237911808	6.342858143	6.272856064	8.150582929	8.044972152	8.025627432
ENSG00000167984	NLRC3	0.239831824	0.256154768	0.229263049	0.150104701	0.106753129	0.146618731	0.207406875	0.170931331	0.231105008	0.28449222	0.402045851	0.441306053
ENSG00000188833	ENTPD8	0.968936394	1.132418253	1.347530734	3.466483561	3.401981132	2.958034168	0.902404734	1.225653757	1.114756134	4.424604365	4.256664088	4.195759558
ENSG00000173626	TRAPPC3L	0.81694452	0.816419486	0.891766792	0.727146745	0.986875436	0.842731894	0.697808508	0.720627822	0.616314406	1.031783345	0.957101856	0.95450306
ENSG00000170011	MYRIP	0.052655748	0.085797457	0.249660986	1.56171985	2.141818919	2.204064009	0.264652563	0.083195937	0.036802497	1.86548513	2.089762747	1.9483377
ENSG00000166377	ATP9B	3.121422648	2.664114405	2.881289901	4.008400295	4.298122227	3.854420242	2.988907812	2.954489585	2.796665257	4.197768467	4.274571081	4.436035845
ENSG00000146409	SLC18B1	3.422395698	3.470902536	3.557682844	2.701815393	3.040692578	3.064858025	3.384207472	3.343362096	3.484399056	2.637555927	2.690698679	2.665291797
ENSG00000183785	TUBA8	0.687158179	1.124244086	0.57927478	1.12186339	1.800505301	1.175121772	0.804231447	0.681209238	0.650851853	1.870184305	1.974202925	1.95359081
ENSG00000186526	CYP4F8	0.254163831	0.119172218	0.119978012	0.23121267	0.459910933	0.523243273	0.260626704	0.034808451	0.155397322	0.107206712	0.295700576	0.394584931
ENSG00000122507	BBS9	1.942190359	2.080801597	2.252638883	2.447943144	2.902613075	2.467663635	2.210674441	2.220302157	2.139618476	2.548789734	2.770926444	2.920955517
ENSG00000130653	PNPLA7	0.671073667	1.061978997	0.851113606	1.779494651	1.865090165	1.989729047	0.722237536	0.770800551	0.900039983	1.75682134	1.861380156	1.95291515
ENSG00000146072	TNFRSF21	5.153079754	5.243345383	5.174010854	4.403417711	4.4264325	4.308302621	5.014832839	4.994674754	5.066735029	5.269358614	5.073280407	5.204082012
ENSG00000148948	LRRC4C	0	0	0	0.22344714	0.146479273	0.232481483	0	0.012986383	0	0.116164176	0.11680096	0.322275454
ENSG00000158106	RHPN1	4.528494431	4.472223903	4.611265645	2.052513276	2.166955767	2.740177855	3.640529542	4.436700883	4.595856891	2.185674702	2.027306595	1.729959474
ENSG00000239900	ADSL	6.826954716	6.826509913	6.846836022	5.289402916	5.388056009	5.480925431	6.934624859	6.854851308	6.804468992	5.127597397	5.311352829	5.383156863
ENSG00000110934	BIN2	0.051177734	0.26528102	0.203861418	0.240248132	0.434804876	0.464031041	0.428947559	0.359712318	0.342565333	0.370365407	0.911012963	0.348241146
ENSG00000198910	L1CAM	3.531549396	3.674451951	3.752890178	1.556031709	0.793210035	0.140411661	3.659783729	3.684321371	3.412077345	0	0.432944446	0.129201234
