ProbeID	Name	Xenograft_PF_treated_F1_S40	Xenograft_PF_treated_F2_S36	Xenograft_control_C1_S15	Xenograft_PF_treated_F3_S50	Xenograft_control_C2_S5	Xenograft_control_C3_S52
ABCF1	ABCF1	1.462224051	1.324709582	3.747345998	1.551413268	3.720415372	3.578155621
KIF7	KIF7	0.574413513	0.839467859	0.520545957	0.875189499	0.357773811	0.740450971
SLC17A2	SLC17A2	0.049170984	0	0	0	0	0
SLC4A4	SLC4A4	0.017586383	0.007321358	0.047237035	0	0.017574262	0.069624827
SLA	SLA	0	0	0.035815459	0.0146955	0	0
KLHL10	KLHL10	0.068309662	0.257539308	0.031227484	0	0.06824265	0.049829386
KBTBD11	KBTBD11	0.161432396	0.234168966	0.943275485	0.190391091	0.496328377	0.95892877
EPC1	EPC1	3.396361778	3.519913601	3.333700782	3.520406395	3.278346937	3.26924102
DXO	DXO	2.999904365	2.731012627	1.712180912	3.284221463	1.721255139	1.911735754
NT5C3B	NT5C3B	4.724752086	4.529011717	6.644465109	4.863940794	7.201679288	6.624847746
DRC3	DRC3	1.635714418	1.317735076	1.781731933	1.359032899	1.678114374	1.571128442
PABPN1	PABPN1	6.861863109	6.902141044	6.836624932	6.966006258	7.179530424	7.06866404
GTF3A	GTF3A	6.640477297	6.778166909	6.958110565	6.754572854	7.427470931	6.950155882
EN1	EN1	0.213944457	0.158330563	0	0.121975684	0	0
B3GALT4	B3GALT4	0.950049543	0.789916174	0.066878348	0.665206282	0.132371133	0.153741791
DRD5	DRD5	0.679729151	0.593531617	0	0.506337893	0	0
PRR3	PRR3	0.378355138	0.232341487	2.016664969	0.386070375	1.832841012	2.097716972
C17orf107	C17orf107	0.738466082	0.711370675	0.149161795	0.660956173	0.289978432	0.307768903
BTN3A1	BTN3A1	3.364470768	3.431623558	2.625836148	3.265230889	1.833879131	2.51287589
GID4	GID4	2.65949237	2.591967784	2.310673007	2.672039893	2.05245137	2.490686157
ARHGAP9	ARHGAP9	1.247774003	1.219839107	0.177400178	1.125493269	0.588996977	0.311331633
BFAR	BFAR	3.522478575	3.61591561	3.88362412	3.522925713	4.131148987	4.124247478
SLC35F6	SLC35F6	4.54318968	4.636351077	4.207278326	4.696438854	4.042273374	4.210395411
TPBG	TPBG	4.268053757	4.278070637	2.797472284	4.263022609	2.785304676	2.837737416
CCDC175	CCDC175	0.883571553	0.305260815	0	0.476179981	0	0
CCDC59	CCDC59	5.687716025	4.903086102	5.783813863	4.926837077	5.963769222	5.933774397
EHBP1L1	EHBP1L1	4.510664193	4.59180554	5.119907956	4.332170779	4.569799722	5.235095934
MTPAP	MTPAP	2.630980617	2.696151433	3.874612029	2.850960922	3.536162342	3.796345136
AL049557.1	AL049557.1	0.501616462	9.21E-08	0.570297765	2.09E-08	0.665546493	0.874096592
LY6G6C	LY6G6C	0.264426896	0.301417908	0	0.390053491	0.017234665	0.012464681
FABP7	FABP7	0	0.028281009	0	0.025118685	0	0
GTF2H1	GTF2H1	4.393419427	4.26404936	4.732322662	4.324623678	4.751665184	4.786035274
ASPHD2	ASPHD2	1.508093929	1.518978202	2.37312755	1.415531538	2.091151421	2.234866087
MLLT6	MLLT6	3.305436873	3.560455723	3.85909532	3.563328546	2.698839881	3.751019415
ADGRG6	ADGRG6	3.100576395	3.416783573	3.667579034	3.354589563	2.285717654	3.225314715
HDDC3	HDDC3	4.701617802	4.715958587	4.889464698	4.64426153	5.121782524	4.98608525
COMMD4	COMMD4	5.01554008	5.130456646	5.944127709	5.009061035	6.492301506	6.0507353
KIR3DL2	KIR3DL2	0	0	0	0	0	0
COMP	COMP	0	0	0	0	0.087169927	0
SCYL1	SCYL1	6.306828607	5.910805011	6.124508026	5.904607181	6.323049805	6.060373791
BTF3L4	BTF3L4	5.857436449	5.902789948	5.684671375	5.934582054	5.536123727	5.793915385
PPP1CB	PPP1CB	5.693642788	5.838393459	5.983159914	5.886822127	5.322099405	6.021371331
NLRP7	NLRP7	3.44E-10	0	0.129743419	0	0.17961678	0
LTB	LTB	0.897150801	0.676456084	0.075325334	0.503339575	0.221125014	0.141783285
HIF3A	HIF3A	0.073394558	0.250183121	0.15174376	0.174675628	0.075116089	0.109767867
MFSD14B	MFSD14B	5.441045186	5.649086566	4.865751084	5.643431975	4.767294609	4.800765328
TRIM49	TRIM49	0	0	0	0	0	0
TCTEX1D1	TCTEX1D1	0	0	0	0.026279391	0	0
ZNF442	ZNF442	0.111194502	0.066893637	0.050214836	0.05527827	0.010817671	0.039501023
ATP5MPL	ATP5MPL	6.968587221	6.850461671	7.215162438	6.785296789	7.830836465	7.391370303
GYS2	GYS2	0	0	0	0.032365654	0	0
MYOZ3	MYOZ3	0.061982687	0.10137146	0.389814361	0.073888083	0.041589103	0.074653261
CYGB	CYGB	1.232836939	1.542047512	0.417059317	1.639662823	0.470858348	0.344591171
ZNF557	ZNF557	1.67452483	1.819745834	2.284395681	1.851759034	2.183692939	2.372236143
CFB	CFB	0.081303519	0.251140263	0.139109792	0.179192412	0.086214482	0.24585109
FRYL	FRYL	2.515430939	2.935716562	2.566680837	2.717766077	1.559557796	2.35923862
LINC02218	LINC02218	0	0	0	0	0	0
STOML1	STOML1	2.490712365	2.550930577	2.25042028	2.423494527	2.842876338	2.470749668
ANTXR2	ANTXR2	4.158531409	4.363765733	2.37626418	4.297993188	1.3956436	2.184483432
ALS2CR12	ALS2CR12	0.118926592	0.356817662	0.196885233	0.242277867	0	0.149153338
IGFL3	IGFL3	0	0.108750319	0.117248735	0	0	0.09470644
AC100868.1	AC100868.1	0	0.024660807	0	0	0	0.021525495
CEP85L	CEP85L	0.458326248	0.459679216	0.867247303	0.535091745	0.678472512	0.868432098
KRTAP10-7	KRTAP10-7	0	0	0	0	0	0
KRTAP10-5	KRTAP10-5	0	0	0	0	0	0
AL359922.1	AL359922.1	0	0.111478612	0.440298453	0.100359813	0.321735338	0.419682345
GTF2H4	GTF2H4	2.103919426	2.264749592	3.314689131	2.143688263	3.231126295	3.212845712
DRC1	DRC1	0.155113219	0.026325007	0.215956238	0.114955311	0	0.113383391
RASA1	RASA1	2.762759133	3.171816369	2.918520623	3.022038042	2.109997694	2.699595606
TP53RK	TP53RK	3.050044699	3.059779232	3.305566393	3.158600398	3.547748406	3.261711329
FOXA3	FOXA3	1.022467245	1.197355893	2.870090458	1.221759558	3.229288894	2.946450901
MORF4L2	MORF4L2	7.507572733	7.421727346	7.84787441	7.443306114	7.795672309	7.782136204
AL121594.1	AL121594.1	0.363280993	0.617265566	1.065978939	1.129981936	0.443127088	0.627335082
TBC1D3E	TBC1D3E	0.8404302	1.169822406	0	0.542278854	0	0
TMEM72	TMEM72	0.076366586	0.019114328	0	0	0	0
DEPP1	DEPP1	1.677572736	1.844835546	2.09108404	1.844204451	2.498866116	2.060293693
RCC1	RCC1	6.340238837	6.350972851	6.61912004	6.412022692	6.931383748	6.801204477
ZNF844	ZNF844	0.246787486	0.291916509	0.121049097	0.255423384	0.098626797	0.152820726
CRLF1	CRLF1	2.14014877	2.100318969	5.899630873	1.908535484	5.841046992	5.735135566
AKR1C2	AKR1C2	2.896635335	4.531720056	0.80873488	3.094347444	0.314864234	0.89364878
COPS7B	COPS7B	4.739587336	4.89813789	4.888987367	4.99438511	5.131131404	4.972119046
TRIM15	TRIM15	0.132463265	0.844595353	0.407156499	0.257640679	0.495357062	0.485170277
COX5A	COX5A	8.451367945	8.44104502	8.454943273	8.399406837	8.893092469	8.439823821
C15orf53	C15orf53	0.294554409	0.92569756	0.850651026	0.618839763	0.203513033	0.765101873
TBC1D9	TBC1D9	2.756673201	2.974543996	2.399605888	2.980041574	1.930006818	2.265856921
SLC25A28	SLC25A28	4.723696162	4.675595785	6.008191496	4.678847709	6.038852942	5.99450098
ANKRD20A3	ANKRD20A3	0.265974506	0.208497033	0.571494541	0.21228706	0.547200655	0.966654311
AQP3	AQP3	2.104038698	2.593103579	4.036894066	2.184160303	4.079062655	3.658225253
COX8C	COX8C	0.175378967	0.401031859	0.080789035	0.411748375	0	0.127229004
SNAP29	SNAP29	4.784952688	4.740081658	5.651004893	4.827300272	5.539480512	5.437605944
C3orf18	C3orf18	3.082204304	3.11030093	2.498901848	3.16532328	1.874942915	2.399675334
TTLL1	TTLL1	2.837394308	2.862091461	1.932289126	2.745493358	1.402001741	1.756259013
TLE3	TLE3	5.026857422	5.029812101	4.966247493	5.173263844	4.582759948	4.913485749
AP002990.1	AP002990.1	2.8656635	2.653137999	3.281540991	3.031874545	3.312840853	3.281533573
TMEM127	TMEM127	4.032638667	4.205154755	4.292952434	4.200409403	3.982702497	4.356037718
HLA-E	HLA-E	0.053916935	0.043995356	3.533239266	0.126908515	3.548013372	3.56529898
TBC1D3L	TBC1D3L	3.916253535	3.814263291	2.915812279	3.693048981	2.027960829	2.516902686
OPALIN	OPALIN	0	0	0	0.016367235	0	0
TCEAL5	TCEAL5	0	0	0	0	0	0
SSU72	SSU72	7.265841181	7.157050624	6.890546707	7.174264347	7.122005985	6.922028398
PECAM1	PECAM1	0.424602994	1.061588203	0.932581446	0.482813286	0.786470905	0.75904621
UBTF	UBTF	5.586493109	5.568887721	6.305931207	5.546067427	6.592903635	6.412198047
SCRIB	SCRIB	4.941606	4.992556361	5.809167791	4.873946145	6.046369511	5.793996462
HIRA	HIRA	4.088144735	4.198565972	4.072527225	4.177614874	4.197001339	4.218087469
BID	BID	5.985302889	6.28475175	5.903657797	6.252036678	6.723926042	6.212086979
PRAMEF8	PRAMEF8	0	0	0	0	0	0
C20orf141	C20orf141	0	0	0	0	0	0.083463516
PDILT	PDILT	0	0.124122967	0.133615078	0	0	0.108002082
STX3	STX3	5.311205769	5.410425775	3.929323655	5.387550448	3.752383483	3.817472432
POTEC	POTEC	0.124199213	0.181507149	0.105902375	0.170349412	0.023284596	0.08705136
GALK1	GALK1	3.660672078	3.801684409	5.680246396	3.684909829	5.940180761	5.779008257
LPIN2	LPIN2	1.997336853	2.346223091	2.450105336	1.952474101	1.694907821	2.670035845
GZMA	GZMA	0	0	0	0	0	0
ABR	ABR	2.808256819	2.719600349	4.044088798	2.904032018	3.105984266	3.901573201
HHLA2	HHLA2	0	0.133847039	0.105183942	0.226092061	0.059360725	0.064158987
CIDEC	CIDEC	0.392670222	1.235274883	0.334278792	0.303777242	0.177005657	0.411479397
ZNF35	ZNF35	1.865060895	1.732767901	2.037384577	1.712691737	1.602160861	1.732251831
FAM84A	FAM84A	3.106630231	3.285322018	0.031293272	3.369798258	0	0
ZNF197	ZNF197	2.042621576	2.268120069	2.262578683	2.175076953	2.04678788	2.166994189
CD38	CD38	0.05857446	0.048760986	0.080645112	0.085473742	0.0354039	0.10948961
TTI2	TTI2	3.103265816	3.213320527	4.197313372	3.211043199	4.757277776	4.300451113
FAM243B	FAM243B	0.252220654	0.675927008	0.252397492	0.329190203	0.06727428	0.146913242
MIPEP	MIPEP	3.499071949	3.791849279	3.720652882	3.699245294	3.581269769	3.683858734
LY6G6D	LY6G6D	0.067745676	0.15298721	0	0.113335112	0	0
GRXCR1	GRXCR1	0	0	0	0	0	0
SMCHD1	SMCHD1	4.19948448	4.434315838	4.590478307	4.323403218	3.429179675	4.232909293
VPS52	VPS52	0.589504641	0.261853317	0.979821882	0.191408772	0.774991981	0.796491853
CD47	CD47	5.25927584	5.278774184	5.137649015	5.236778221	4.176857141	4.999868348
NEIL3	NEIL3	1.07469792	1.000297453	3.637276484	1.129045571	2.45035454	3.480296147
POLA2	POLA2	3.611694584	3.575008268	4.61804174	3.895350226	4.722636242	4.41606199
HNF4A	HNF4A	2.927286317	3.170925084	0.241382475	3.039355484	0.241681448	0.431740938
CSNK1A1L	CSNK1A1L	0	0	0.052296383	0	0	0
FAM76A	FAM76A	2.367227069	2.422918707	2.446215463	2.499890267	2.328951898	2.611876555
DBF4B	DBF4B	2.332809313	2.430826551	4.050892409	2.62906024	3.515525758	4.071778371
CASTOR1	CASTOR1	2.597634144	2.07100818	2.029950013	1.895586091	2.183242038	1.971963109
ZBED4	ZBED4	2.776790421	2.890051673	2.935239083	2.856513675	2.584043692	2.90470181
ARHGEF26	ARHGEF26	1.621369851	1.448081077	0.677020609	1.476890754	0.57453539	0.984067647
DENND4C	DENND4C	3.818848618	4.074369535	3.044626471	3.978714092	1.943577964	2.937140404
ANKS3	ANKS3	3.772619835	3.462644285	3.21810892	3.232213175	2.981235084	3.207071593
AL121753.1	AL121753.1	1.032171389	1.245252252	0.785111923	1.63340796	0.867132622	0.772951469
VAPB	VAPB	5.288107025	5.44396042	5.150718234	5.517176758	5.283174025	5.104554595
ADAM2	ADAM2	0	0	0	0	0	0
KRTAP4-9	KRTAP4-9	0	0	0.116236852	0	0.286404507	0.182284218
KRTAP4-8	KRTAP4-8	0	0	0	0	0	0
TRIM5	TRIM5	3.833211725	4.001303157	3.354076373	4.023223765	2.784581434	3.149934536
AC010724.2	AC010724.2	0	0	0	0	0	0
OR51B4	OR51B4	0	0	4.226678067	0	3.884910455	4.188084371
AC010463.1	AC010463.1	0	0.499938217	0.333249684	0	0.854835877	0.886204405
GTF2H2	GTF2H2	2.45480996	3.122847786	4.504967976	3.250349814	4.448151943	4.456246139
KATNBL1	KATNBL1	3.942521271	3.854012309	4.239415533	3.970713518	3.943074678	4.414472957
RUSC2	RUSC2	1.187590408	1.097631021	2.241110721	1.198311841	2.20799902	2.356695986
ABHD17A	ABHD17A	5.778359936	5.632949379	6.067806719	5.529056428	6.351627675	6.100300931
SCML1	SCML1	2.514374991	2.588187837	2.710169	2.621830134	2.368228487	2.859424281
CCDC74B	CCDC74B	0.396994498	0.132542494	1.02891564	0.734492688	0.696757607	0.648082146
HECTD2	HECTD2	0.878926971	0.924204805	1.733418122	0.618232452	1.094284722	1.636232688
RBFOX2	RBFOX2	3.658391063	3.688840895	3.221441072	3.494056817	3.142640796	3.300391422
CLPTM1L	CLPTM1L	6.845071706	6.811172651	6.595293665	6.757972146	7.113909753	6.700081176
TGFB1I1	TGFB1I1	3.146709795	2.937380553	3.475332455	3.099439635	3.769669714	3.575068819
EEF2	EEF2	10.80085726	10.86542126	10.48143469	10.8715881	10.70080568	10.56579514
NDUFS4	NDUFS4	6.024155159	5.846803309	6.497200781	5.834262326	6.669493085	6.353337584
C11orf16	C11orf16	0.074056391	0.259384945	0.145730272	0.606166645	0.073981148	0.328043108
FGF9	FGF9	0.202823155	0.169865497	1.918724732	0.345419608	1.701982177	1.782960374
MPDZ	MPDZ	0	0	0.009863426	0	0	0.007929252
MPDU1	MPDU1	6.054942852	6.025766946	6.087519428	6.164795749	6.598578402	6.153690416
LRRN3	LRRN3	0	0.016240135	0	0.04284532	0	0.083309783
RCE1	RCE1	5.216755518	5.147023302	4.562657677	5.063231117	5.057980593	4.752940314
LY6K	LY6K	1.039306874	1.144221963	1.132357707	0.794069952	2.491459604	1.473079285
MCTP1	MCTP1	1.97023758	0.548743611	0.618243731	0.505727144	0.173594522	0.877456451
GDPD1	GDPD1	1.411390991	1.909545403	3.146483509	1.830239339	2.444537208	3.113673332
SLF1	SLF1	2.066619936	2.277619119	3.190302111	2.561918247	2.027440721	2.8762468
AC124312.1	AC124312.1	0	0	0	0	0	0
LRRC14	LRRC14	4.696757427	4.709068429	4.432564349	4.494337521	4.386919007	4.782517078
MICA	MICA	2.237855532	1.897481306	4.412623498	1.654503824	4.324877769	4.151081747
CHRDL1	CHRDL1	0	0	0	0	0.017995145	0.025818339
WWP1	WWP1	4.118460233	4.311345374	4.566352139	4.241672952	3.764918817	4.400135326
SNURF	SNURF	0	0.355544065	0	0.935609101	0	0
FBXO16	FBXO16	3.256375753	3.053565974	3.612233233	2.800332834	3.162013731	3.566949799
VPS52	VPS52	0.675348684	0.261853317	2.490532645	0.191408782	1.883257595	2.570094875
SH2D7	SH2D7	0	0	0.113773832	0	0.156628568	0.195022483
IL2RB	IL2RB	0.263160155	0.276263195	0.129736034	0.652774661	0.016576333	0.380492415
IFT52	IFT52	4.347482899	4.231851162	4.119684938	4.120557148	4.254308771	4.073964581
CDKN2AIPNL	CDKN2AIPNL	5.133451736	5.194923469	5.296377525	5.218859034	5.707570178	5.45339747
RIN1	RIN1	2.71390521	2.441828947	5.0308908	2.289251015	5.153972266	5.119149719
ZXDC	ZXDC	2.73560839	2.927236568	3.449845924	2.873168467	2.944499788	3.393394442
MMEL1	MMEL1	0.82902031	0	0.947339246	0.178775821	0.558789849	0.598883031
ZMYND10	ZMYND10	1.482640252	1.994790122	1.099574626	1.663309548	1.457240049	0.794972998
IQSEC3	IQSEC3	0	0	0.126533772	0.104627719	0	0
AMBP	AMBP	0.425528054	0.249881815	0.267977737	0.485665883	0.051385049	0.228039071
LY96	LY96	3.231195831	3.361581695	0.653319633	3.184905486	0.986053357	0.544840452
CYP2R1	CYP2R1	4.171098317	4.580002836	3.554895407	4.387368814	3.160097146	3.319096481
DEFB110	DEFB110	0	0	0	0	0	0
KAZN	KAZN	1.117264031	1.058990058	3.402542074	1.089175658	2.868907362	3.446589467
SLC25A17	SLC25A17	3.926752563	4.017731673	3.802488034	4.031221201	3.971014844	4.029034771
SIAE	SIAE	3.773210327	3.92018172	3.174709212	3.877998319	2.521072603	3.080053003
XRCC3	XRCC3	3.793946017	4.246458111	4.863371219	4.341892339	4.859415241	5.277219767
NXN	NXN	5.127769166	5.394709382	5.761468782	5.375011804	5.808071429	5.88957893
Z84488.2	Z84488.2	0	0	0	0	0	0
GJA8	GJA8	0	0	0	0	0	0
ACP6	ACP6	3.347567725	3.228203579	3.753141783	3.250619651	3.78706861	3.6125049
ERCC6L2	ERCC6L2	2.648510541	3.06085275	3.136069953	3.047874071	2.657931304	2.996576032
CLEC12B	CLEC12B	0	0.019889613	0.084723807	0	0	0.05082917
CLCA4	CLCA4	0.239951671	0.377512933	0	0.193054096	0	0
SKI	SKI	3.402738137	3.499113928	5.235864201	3.64723391	4.599274346	5.168711746
DWORF	DWORF	0	0.077451388	0	0	0	0
SERPINE2	SERPINE2	4.0917477	4.070697242	6.022093497	4.007651117	5.675678315	5.91005101
PTK2B	PTK2B	3.142835401	3.404914852	2.378517256	3.37579126	1.956407058	2.406650568
TAAR2	TAAR2	0	0	0	0	0	0
UBE2F	UBE2F	5.236786175	5.251610924	5.056973805	5.26693259	5.349423168	4.957891138
PRDM1	PRDM1	0.710578444	0.745676206	0.514114482	0.8496023	0.474249123	0.330930716
PRB2	PRB2	0	0.220549129	0.235512631	0	0	0
NFRKB	NFRKB	3.396519241	3.469084425	3.593962276	3.461958763	2.913722961	3.431800378
TTLL5	TTLL5	3.543584905	3.56520684	3.972503217	3.787487874	3.02612975	3.6573393
DRAM1	DRAM1	4.049738792	4.133175593	3.424020458	3.974527761	3.275338472	3.305013269
C22orf46	C22orf46	3.360138091	3.65560943	3.194556734	3.654508865	2.602010215	3.317829352
SPTY2D1OS	SPTY2D1OS	1.206750735	2.104395037	1.420679275	1.488968415	1.126862536	1.279652371
HLA-C	HLA-C	0.995522146	0.944512907	1.128068994	1.235380894	1.222846593	0.577329724
PRELID2	PRELID2	3.207308707	3.127541499	4.083072837	3.147489287	3.418048411	3.900259884
PIGW	PIGW	1.973113455	2.187767747	2.439655049	2.263212628	2.549208322	2.630991331
CARD8	CARD8	2.838320916	3.268902759	3.390499589	3.230515073	2.996967404	3.418716312
RERGL	RERGL	0	0	0	0	0	0.114846733
FNDC5	FNDC5	0.046719303	0.113990916	0.419543853	0.058155348	0.052733197	0.357794076
LIG1	LIG1	4.642468354	4.788722753	5.574305149	4.8570461	4.663754739	5.653729295
FARSB	FARSB	4.622719552	4.684358707	5.501206639	4.7381301	5.560510151	5.561686612
MROH7-TTC4	MROH7-TTC4	0.074333084	0.129970862	0.138239111	0	0	0
MRPS22	MRPS22	6.506285855	6.572356849	6.679254388	6.58572969	6.905271777	6.649587921
MEIS1	MEIS1	0.26921021	0.047941477	0	0.28299827	0	0
ZNF568	ZNF568	0.383113465	0.200382188	0.116002174	0.088821932	0.299161412	0.344977189
KIF2C	KIF2C	3.02971949	3.064457635	6.259151473	3.147482547	5.895414038	6.276046077
NELL2	NELL2	0	0.24839566	0.886293922	0.121305105	0.231163509	0.618554416
RBM5	RBM5	5.407235196	5.573343382	4.745799239	5.576317607	4.32915296	4.862101542
ZNF565	ZNF565	0.951684031	1.25169916	1.752879541	1.039598158	1.106320176	1.569579556
FZD8	FZD8	0.523197598	0.631160173	0	0.521010522	0	0
TLX3	TLX3	0	0.040875181	3.237014496	0	3.83020461	3.267194185
NRP1	NRP1	3.877840132	4.196785033	1.162479063	4.23942906	0.946046571	1.294770261
DNM1	DNM1	2.374094744	0.880254592	4.505238149	2.56573191	3.297707053	5.225341155
COX7A1	COX7A1	0.791223956	0.219657366	1.180829574	0.080506496	0.260867535	0.153970021
GLB1L2	GLB1L2	4.190676328	4.292788359	4.379150429	4.270839724	4.12732878	4.37059263
HIST1H2BM	HIST1H2BM	0	0	0.260355721	0.21700359	0.917023809	0
FGF21	FGF21	0.82124162	0.925781479	0.22919905	1.179933287	0.089228841	0
HIST1H3H	HIST1H3H	3.52500393	3.597197427	0.730677341	3.758303177	1.325253998	0.670433388
STYK1	STYK1	3.412055525	3.798556873	2.044243022	3.779866092	2.281417546	2.331476499
OR6X1	OR6X1	0	0	0	0	0	0
PYCR3	PYCR3	2.253352162	2.233394534	3.25407398	2.255100741	3.63846629	3.318592482
MDC1	MDC1	1.633082038	1.699716152	1.783688724	0.968437916	1.647064912	1.641671889
LILRB5	LILRB5	0.021317255	0.006746962	0.134063056	0.063751037	0.021299486	0.044839359
MAGEB1	MAGEB1	0	0	0	0	0	0
NLRP7	NLRP7	0	0.018396133	0	0	0	0
GDAP2	GDAP2	3.474774255	3.129343856	3.063663079	3.288329767	2.648604414	2.697966596
SERINC2	SERINC2	6.661117784	6.639886742	5.376220776	6.708850839	5.464361237	5.314172239
PZP	PZP	0.095942778	0	0.013934493	0	0	0
BTBD18	BTBD18	0	0.137557558	0.062897297	0.13331968	0	0.131514286
PHYH	PHYH	4.384851703	4.481623408	3.72513189	4.328858647	3.258689867	3.735209993
PARP15	PARP15	0.057232872	0.220421591	0.247782933	0.328555019	0.079182154	0.175672775
ST7	ST7	3.852763243	4.000417582	3.662830373	3.96619253	3.464598748	3.678096104
PCDHGA1	PCDHGA1	0.21877373	0.462967394	0.045265279	0.307349831	0.081931584	0.128902161
MED19	MED19	5.305483073	5.108836948	4.944954752	5.190682806	5.087604346	4.838975963
AC018755.2	AC018755.2	0	0	0	0	0	0
ARHGAP26	ARHGAP26	2.638739525	2.510545376	3.913068435	2.594533239	3.211972544	3.678933275
SIGLEC5	SIGLEC5	0	0	0	0	0	0
UCMA	UCMA	0	0	0	0	0	0
PCDHGC4	PCDHGC4	0	0	0.051242062	0.017578613	0	0.018110322
IGSF3	IGSF3	1.803937874	1.931287065	3.378849507	1.966617252	2.193727595	3.213528016
LHFPL3	LHFPL3	0	0	0	0	0.053744315	0.039118877
DCP1B	DCP1B	1.932667082	2.056636588	2.762755605	1.966083891	2.454896297	2.450093456
POFUT2	POFUT2	4.377024188	3.835485441	3.477356895	3.8309109	3.722870141	3.777164137
BYSL	BYSL	4.431536716	4.364410303	5.349155058	4.633910382	5.947669663	5.69367568
AKAP4	AKAP4	0	0	0	0.017910657	0	0
ZNF541	ZNF541	0.114903906	0.360268636	0	0.134843304	0.027147397	0
MN1	MN1	0.026441164	0.064934435	1.692648138	0.122535698	1.184386945	1.245586931
CYB5R4	CYB5R4	2.699247337	2.830042312	3.311109256	2.94076814	3.194950645	3.647370927
PPT2	PPT2	0.581926157	0.820566109	1.815716989	0.951362506	1.567419377	1.624694306
NPHP4	NPHP4	1.56590586	1.829973642	2.98273064	1.566830251	2.472110022	3.042161426
BICD1	BICD1	4.100515087	4.101333654	3.668914555	4.22151876	3.743089981	3.820864348
IL22	IL22	0	0.054234741	0	0	0	0
HNRNPM	HNRNPM	6.55908085	6.706002416	8.222271236	6.706191872	8.321010028	8.20884578
RALGAPA2	RALGAPA2	1.581942041	2.066231644	2.240898617	1.876994325	0.952695425	2.045730572
LGALS7B	LGALS7B	0	0	0	0	1.277371844	0
LEMD1	LEMD1	0.399696112	0	2.049382561	0	1.884288837	2.361000776
ICAM1	ICAM1	5.45866459	5.185128125	0.45652021	5.17720089	0.29781509	0.352397298
SOGA3	SOGA3	0.144109037	0.150643117	0.375242993	0.107485543	0.294522179	0.44442218
GADD45G	GADD45G	4.784982778	2.913752061	0.688893807	2.752912544	1.184208555	0.845596029
POM121L12	POM121L12	0	0	0	0	0	0
PHF8	PHF8	2.850634166	3.026476275	3.562199433	2.987366407	3.012351377	3.512974934
ICAM4	ICAM4	0.747596215	0.876661921	0.223327397	0.488887203	0	0.171734609
SNRNP40	SNRNP40	5.295390682	5.297934954	6.358489311	5.264905277	6.743656926	6.407368677
NRM	NRM	1.723516179	1.694179241	1.58067586	1.749104849	1.5994235	1.595312928
GTSF1	GTSF1	0	0.041832558	7.851504974	0.102002572	8.130715829	7.744935179
MAGEB6B	MAGEB6B	0	0	0	0	0	0
11-Sep	11-Sep	5.19646536	5.67840669	5.861022942	5.450720684	4.511579729	5.458997761
EIF3F	EIF3F	7.619720812	7.48997435	6.321413105	7.349918373	6.976118797	6.44056492
CASQ2	CASQ2	0	1.144568518	0	0.056967317	0.026057526	0.57559358
DPP7	DPP7	6.954206223	6.788887656	7.329831841	6.811941094	7.843336489	7.464694517
SMPD1	SMPD1	5.694869164	5.584011722	2.582092532	5.506813433	2.641665555	2.611090066
OS9	OS9	6.927500594	6.794385254	6.149797622	6.824564809	5.862198455	6.098112535
AQP12B	AQP12B	0	0.285685936	0	0.016952804	0	0
CPNE6	CPNE6	0	0.064798922	0	0.023331244	0.016206611	0
LRRC74B	LRRC74B	0.111582103	0.083251091	0.103415457	0.123068867	0.133080004	0.102515568
KCTD15	KCTD15	3.989222868	3.932601807	3.997123918	3.82155104	4.335839155	4.134134753
OPTC	OPTC	0	0	0.049337599	0	0	0.118712415
CLBA1	CLBA1	2.454778382	2.514877694	2.917038899	2.366530927	2.967354559	2.98982091
MYOG	MYOG	0	0	0	0	0	0
DAXX	DAXX	0.191409025	0.474042756	0.166052103	0.48032045	0.476200309	0.546639857
LMOD3	LMOD3	0.113555689	0.081446257	2.227542399	0.099479831	1.805096381	2.062480305
RPS7	RPS7	10.62212746	10.58777836	10.29614296	10.56554789	11.07382106	10.47763505
TAL1	TAL1	0.014631664	0.012148096	0.039565453	0.010789161	0.014620667	0.042104837
RPL37	RPL37	11.8323234	11.78393769	10.59939613	11.81070926	11.33633117	10.75582719
GPS2	GPS2	6.373599755	6.315838558	7.024954597	6.355876644	6.851136397	6.78526103
TIMM13	TIMM13	6.164070223	6.173265379	6.456838997	6.001687417	7.307393915	6.539448872
DHX16	DHX16	2.36673077	2.418403435	2.845337895	2.421043364	2.656684378	2.888642537
KIR2DL2	KIR2DL2	0	0	0	0	0	0
C5AR1	C5AR1	1.108098192	1.633771558	1.802552243	1.790430921	1.006333216	1.300645637
KIR3DL1	KIR3DL1	0	0	0	0	0	0
SPACA4	SPACA4	0.757257132	0.777930105	0.271185406	0.84961022	0.229334429	0
BICC1	BICC1	0.207504333	0.518287669	0.036938345	0.253206309	0.012331301	0.072880291
PPP1R10	PPP1R10	1.918250928	1.949445212	2.827372285	1.976605158	2.526759452	2.579277709
FZD6	FZD6	2.728363776	2.945496089	3.40539482	2.961380862	2.899405542	3.40690813
ZNF23	ZNF23	2.665453034	2.927527865	2.882767458	2.772832715	2.235168221	2.891041359
SYTL2	SYTL2	4.867230759	5.022025169	4.828436488	5.093609611	3.023272139	4.458376288
MGAT5B	MGAT5B	0.105033146	0	1.568661596	0.024738241	1.168384984	1.389218541
